date,make,model,year,transmission,fuel_type,mileage,region,sale_amount
2022-05-01,Audi,Q3,2018,Manual,Diesel,24862,Connacht,29300
2022-08-30,Audi,A5,2021,Semi-Auto,Electric,8965,Munster,32400
2022-11-19,Audi,Q5,2022,Semi-Auto,Electric,4000,Leinster,55200
2022-07-24,Audi,A1,2021,Semi-Auto,Electric,1011,Munster,27000
2022-05-26,Audi,A3,2018,Automatic,Petrol,45892,Munster,17500
2023-02-12,Audi,A1,2015,Manual,Petrol,46838,Connacht,9900
2022-11-18,Audi,A4,2018,Manual,D,42096,Munster,20000
2023-04-01,Audi,A4,2022,Semi-Auto,Petrol,3850,Leinster,39400
2023-02-08,Audi,A4,2019,Manual,Diesel,11519,Connacht,23400
2023-02-01,Audi,Q3,2015,Manual,Diesel,65542,Ulster,15300
2022-09-22,Audi,A3,2021,Manual,E,2471,Munster,36300
2022-08-21,Audi,Q5,2022,Semi-Auto,E,1284,Connacht,67600
2022-06-07,Audi,A4,2019,Automatic,P,49502,Leinster,20200
2023-03-29,Audi,A4,2019,Manual,Petrol,12661,Connacht,20400
2022-07-08,Audi,Q2,2021,Automatic,Diesel,3007,Leinster,30600
2022-07-21,Audi,Q2,2021,Automatic,Petrol,950,Munster,41600
2023-02-26,Audi,A1,2018,Manual,Petrol,24788,Connacht,14500
2023-03-15,Audi,Q3,2019,Manual,Petrol,24132,Connacht,25300
2023-02-12,Audi,A4,2018,Semi-Auto,Diesel,36836,Connacht,23800
2022-08-27,Audi,Q5,2018,Semi-Auto,Diesel,30865,Connacht,27000
2022-08-25,Audi,A6,2018,Automatic,Diesel,26704,Munster,28700
2023-03-19,Audi,A1,2015,Manual,Petrol,44843,Munster,10800
2023-02-22,Audi,Q5,2019,Semi-Auto,Petrol,38508,Connacht,35700
2022-05-20,Audi,Q3,2018,Semi-Auto,Diesel,19269,Connacht,24700
2022-09-16,Audi,A5,2021,Automatic,Petrol,4012,Munster,42000
2023-01-27,Audi,A4,2019,Automatic,Petrol,11750,Munster,29400
2022-07-21,Audi,Q2,2019,Semi-Auto,Diesel,12000,Ulster,28700
2023-04-19,Audi,A4,2021,,Petrol,6469,Munster,38700
2022-10-25,Audi,Q5,2022,Automatic,Electric,1297,Connacht,65000
2022-06-09,Audi,A3,2017,Manual,Diesel,101733,Munster,15200
2022-08-10,Audi,A3,2019,Semi-Auto,Petrol,18433,Ulster,23600
2023-03-24,Audi,Q2,2021,Manual,Petrol,4065,Ulster,32200
2023-04-13,Audi,Q2,2021,Manual,Diesel,2700,Leinster,32200
2022-09-24,Audi,A1,2018,Manual,P,38676,Leinster,17500
2022-07-08,Audi,A5,2021,Automatic,Diesel,9807,Connacht,41100
2022-11-18,Audi,A3,2017,Manual,Diesel,111100,Munster,10100
2022-09-30,Audi,A3,2021,Semi-Auto,Petrol,6082,Ulster,37700
2022-07-18,Audi,A4,2018,Manual,D,83020,Leinster,19600
2022-08-13,Audi,Q3,2016,Manual,Diesel,55150,Ulster,17300
2023-02-18,Audi,A6,2017,Semi-Auto,Diesel,18208,Leinster,27700
2023-01-22,Audi,Q3,2019,Automatic,Petrol,13502,Connacht,24000
2022-06-11,Audi,A3,2019,Manual,Petrol,14330,Munster,19500
2022-10-22,Audi,A5,2020,Semi-Auto,Petrol,29683,Munster,37000
2022-06-09,Audi,A4,2021,Manual,Petrol,6240,Connacht,31200
2022-10-20,Audi,Q3,2021,Automatic,Electric,28820,Munster,38500
2022-05-17,Audi,A3,2021,Automatic,Electric,8993,Munster,27200
2022-08-19,Audi,A5,2021,Manual,Diesel,6159,Leinster,27500
2023-01-10,Audi,A3,2021,Manual,Diesel,1780,Connacht,32100
2022-07-29,Audi,Q3,2019,Manual,Diesel,39659,Munster,22400
2022-05-08,Audi,A1,2022,Semi-Auto,P,5432,Leinster,33100
2023-04-19,Audi,A3,2020,Manual,P,20900,Munster,20400
2023-01-16,Audi,A4,2019,Manual,Diesel,63734,Connacht,17900
2023-02-12,Audi,A3,2022,Automatic,Electric,3849,Connacht,34700
2022-09-27,Audi,Q3,2018,Semi-Auto,Diesel,20100,Connacht,26600
2022-08-20,Audi,A6,2013,Automatic,Diesel,104170,Ulster,7800
2022-09-18,Audi,Q3,2018,Manual,Diesel,24602,Leinster,23400
2022-11-22,Audi,Q3,2021,Automatic,Petrol,1477,Connacht,48700
2023-02-16,Audi,A3,2018,Automatic,D,33808,Connacht,23200
2022-07-31,Audi,A3,2021,Semi-Auto,Electric,5380,Leinster,32100
2022-05-12,Audi,A5,2021,Semi-Auto,Electric,4800,Leinster,33600
2022-12-06,Audi,Q5,2019,Semi-Auto,Diesel,30250,Ulster,37100
2023-02-28,Audi,Q3,2018,Semi-Auto,Petrol,8506,Ulster,29000
2022-05-11,Audi,A3,2021,Semi-Auto,Petrol,6337,Connacht,46000
2022-05-17,Audi,A3,2017,Manual,D,34500,Leinster,14200
2022-12-24,Audi,A1,2019,Manual,Diesel,18441,Connacht,17000
2022-08-05,Audi,A4,2019,Automatic,Diesel,19096,Connacht,24700
2023-02-20,Audi,Q5,2021,Semi-Auto,Electric,7694,Leinster,47600
2022-10-21,Audi,Q5,2022,Semi-Auto,Diesel,7200,Connacht,68400
2022-09-03,Audi,Q5,2017,Semi-Auto,Diesel,46871,Leinster,30100
2022-12-16,Audi,A6,2019,Manual,Diesel,19287,Connacht,20300
2022-07-23,Audi,Q5,2021,Auto,Electric,5000,Connacht,43200
2022-05-08,Audi,A6,2019,Manual,Diesel,34000,Leinster,24600
2023-03-14,Audi,Q3,2020,Manual,Petrol,11500,Munster,30000
2023-01-26,Audi,A1,2021,Semi-Auto,Petrol,2342,Ulster,28800
2022-07-06,Audi,A4,2016,Manual,Diesel,25100,Leinster,16400
2022-08-22,Audi,A4,2018,Manual,Diesel,77213,Connacht,18600
2022-10-01,Audi,Q2,2021,Semi-Auto,Petrol,11250,Connacht,29300
2022-06-03,Audi,Q3,2021,Automatic,Petrol,2743,Leinster,39600
2022-06-29,Audi,Q5,2020,Semi-Auto,Petrol,3769,Leinster,52700
2023-04-28,Audi,A5,2016,Auto,Diesel,40511,Leinster,17100
2022-08-21,Audi,A5,2019,Semi-Auto,Petrol,28588,Leinster,35000
2023-04-20,Audi,Q3,2021,Manual,Petrol,4000,Ulster,32500
2023-02-03,Audi,Q3,2017,Manual,Diesel,16084,Leinster,24900
2023-01-28,Audi,A5,2016,Semi-Auto,Petrol,39482,Munster,15000
2023-03-15,Audi,A5,2018,Automatic,Diesel,16414,Leinster,23800
2023-01-19,Audi,Q3,2022,Semi-Auto,Petrol,2450,Ulster,45900
2023-01-31,Audi,A5,2019,Manual,Petrol,22142,Munster,24000
2022-07-31,Audi,Q3,2021,Manual,Petrol,2800,Munster,39200
2022-12-09,Audi,Q5,2022,Semi-Auto,Diesel,5500,Leinster,88200
2022-11-25,Audi,Q5,2021,Semi-Auto,Electric,11622,Munster,37800
2022-10-21,Audi,A4,2008,Manual,Diesel,91200,Leinster,3600
2023-02-04,Audi,Q5,2021,Automatic,Electric,13028,Connacht,39000
2023-02-15,Audi,A6,2021,Semi-Auto,Electric,6750,Connacht,35400
2022-12-25,Audi,Q3,2018,Automatic,Diesel,26276,Leinster,21600
2022-09-08,Audi,A1,2018,Manual,Petrol,18400,Leinster,14600
2022-06-30,Audi,A1,2021,Manual,Petrol,1217,Munster,32900
2022-07-13,Audi,Q5,2021,Semi-Auto,Electric,12708,Connacht,40600
2023-02-21,Audi,A6,2020,Automatic,Electric,28891,Munster,26300
2023-03-20,Audi,A1,2017,Manual,Petrol,32812,Munster,13600
2022-11-06,Audi,Q3,2016,Semi-Auto,Petrol,33000,Connacht,17400
2023-01-03,Audi,A4,2019,Manual,Diesel,35790,Ulster,24100
2023-01-10,Audi,Q3,2015,Manual,Diesel,61242,Leinster,14000
2022-07-01,Audi,A3,2020,Automatic,Petrol,11550,Leinster,30800
2022-08-17,Audi,A4,2021,Automatic,Petrol,1271,Leinster,36000
2022-09-04,Audi,A5,2021,Automatic,Petrol,12240,Ulster,35100
2022-08-07,Audi,Q2,2020,Semi-Auto,Petrol,34465,Munster,27200
2023-01-20,Audi,A6,2021,,E,3308,Munster,56200
2023-03-09,Audi,A1,2021,Semi-Auto,Petrol,1414,Leinster,31900
2023-03-21,Audi,A3,2021,Automatic,Electric,4320,Leinster,34700
2023-03-30,Audi,A4,2022,Automatic,Petrol,1399,Munster,37600
2022-10-10,Audi,Q3,2021,Semi-Auto,Petrol,4928,Connacht,54600
2022-07-20,Audi,A6,2020,Semi-Auto,Diesel,15600,Leinster,63600
2022-07-19,Audi,A1,2019,Manual,Petrol,27447,Connacht,19200
2022-11-03,Audi,A6,2018,Semi-Auto,Diesel,42312,Connacht,31200
2023-04-14,Audi,A3,2018,,Diesel,27899,Munster,15500
2022-10-19,Audi,A1,2021,Auto,Petrol,4500,Munster,32600
2022-07-20,Audi,Q3,2015,Automatic,Diesel,34700,Munster,16200
2022-06-23,Audi,Q3,2022,Manual,P,2040,Connacht,34700
2023-01-04,Audi,Q3,2019,Manual,Petrol,19653,Connacht,24700
2023-03-05,Audi,A5,2019,Semi-Auto,Petrol,38742,Leinster,28200
2022-09-07,Audi,Q3,2022,Automatic,Petrol,1650,Ulster,35900
2023-04-15,Audi,A3,2013,Manual,Diesel,92400,Connacht,5300
2023-04-17,Audi,A4,2019,Manual,Diesel,46663,Munster,20700
2022-11-28,Audi,Q3,2018,Semi-Auto,Petrol,15131,Connacht,19400
2022-11-25,Audi,A6,2020,Semi-Auto,Electric,8607,Leinster,33000
2022-12-29,Audi,A1,2018,Manual,Petrol,12726,Munster,15100
2022-05-28,Audi,Q3,2017,Manual,Diesel,31569,Munster,20500
2023-01-22,Audi,A1,2015,Manual,Diesel,56708,Connacht,9100
2022-12-08,Audi,A5,2019,Semi-Auto,Diesel,49287,Ulster,25900
2022-07-24,Audi,Q3,2021,Manual,Electric,5400,Leinster,42000
2023-03-04,Audi,A5,2021,Automatic,Petrol,3123,Leinster,38400
2023-04-19,Audi,A1,2018,Manual,P,31000,Ulster,15500
2022-05-29,Audi,A1,2022,Semi-Auto,Petrol,1800,Munster,30100
2022-08-09,Audi,Q3,2018,Semi-Auto,Petrol,23835,Ulster,27300
2022-09-01,Audi,A1,2018,Semi-Auto,Petrol,37064,Leinster,15600
2023-03-09,Audi,A1,2016,Manual,Petrol,27452,Munster,14300
2022-12-20,Audi,A4,2018,Manual,Diesel,-1,Leinster,18600
2022-10-21,Audi,Q2,2021,Manual,Petrol,2848,Munster,31800
2022-06-16,,A3,2020,Semi-Auto,Electric,21562,Connacht,34800
2022-05-25,Audi,A1,2020,Manual,Petrol,24750,Ulster,20200
2022-07-04,Audi,A5,2021,Semi-Auto,Petrol,7220,Leinster,34000
2022-07-25,Audi,A4,2019,Manual,Petrol,33093,Munster,21400
2022-07-17,Audi,Q5,2020,Automatic,Petrol,11603,Munster,47300
2022-09-19,Audi,Q2,2019,Manual,Petrol,19849,Connacht,19800
2023-03-11,Audi,A1,2019,Manual,Petrol,20865,Munster,15000
2022-08-10,Audi,A1,2019,Manual,Petrol,13555,Munster,20600
2022-07-19,Audi,A1,2016,Manual,Petrol,14786,Munster,18200
2023-01-07,Audi,Q5,2022,Automatic,Diesel,2800,Connacht,58800
2023-01-12,Audi,A1,2018,Manual,Petrol,19516,Connacht,13900
2023-02-10,Audi,A3,2022,Semi-Auto,E,2598,Leinster,44800
2022-10-28,Audi,A3,2016,Automatic,Electric,27056,Leinster,20100
2022-07-12,Audi,A6,2010,Manual,D,226100,Ulster,3200
2023-03-01,Audi,A4,2021,Automatic,Diesel,2000,Leinster,39200
2022-10-30,Audi,A3,2018,Semi-Auto,Petrol,21600,Munster,34800
2022-10-21,Audi,A3,2019,Manual,Diesel,27521,Ulster,17600
2022-07-10,Audi,A3,2019,Manual,Petrol,21497,Munster,26200
2022-06-17,Audi,A3,2021,Auto,Petrol,4059,Ulster,27900
2022-11-16,Audi,A3,2020,Semi-Auto,Petrol,14308,Munster,28000
2023-02-14,Audi,Q5,2019,Semi-Auto,Diesel,25044,Leinster,36400
2022-12-03,Audi,Q2,2021,Automatic,Petrol,7200,Munster,31800
2022-10-19,Audi,A3,2019,Manual,Petrol,21302,Leinster,24900
2022-08-27,Audi,A4,2020,Manual,Petrol,33008,Leinster,26600
2022-09-15,Audi,A6,2019,Semi-Auto,Diesel,52800,Leinster,29400
2023-04-06,Audi,A3,2015,Manual,P,24121,Connacht,17100
2022-09-29,Audi,Q5,2016,Semi-Auto,Petrol,25067,Ulster,34000
2022-08-19,Audi,A4,2018,Automatic,Diesel,13621,Connacht,24600
2023-03-23,Audi,Q5,2021,Automatic,Petrol,8890,Leinster,40400
2022-06-07,Audi,Q3,2018,Semi-Auto,Petrol,30738,Leinster,24500
2022-10-22,Audi,A6,2014,Automatic,Diesel,111600,Leinster,15000
2022-10-19,Audi,Q2,2018,Manual,Petrol,20020,Leinster,22900
2022-12-08,Audi,Q2,2020,Manual,Petrol,6983,Leinster,22100
2022-11-09,Audi,A4,2019,Manual,Petrol,11540,Munster,24500
2022-10-21,Audi,A4,2022,Semi-Auto,Electric,8500,Connacht,60800
2022-05-22,Audi,A4,2021,Automatic,Petrol,10412,Munster,34500
2022-07-09,Audi,A1,2018,Automatic,Petrol,30420,Ulster,18900
2022-10-09,Audi,Q3,2021,Semi-Auto,Petrol,6045,Connacht,33600
2022-10-21,Audi,A6,2018,Semi-Auto,Diesel,29018,Connacht,20400
2022-05-23,Audi,A3,2018,Manual,D,30000,Leinster,21400
2022-10-10,Audi,Q3,2019,Semi-Auto,Petrol,27355,Leinster,29800
2022-05-26,Audi,A1,2021,Semi-Auto,Petrol,4800,Connacht,30600
2023-03-16,Audi,A3,2018,Manual,Diesel,23473,Munster,12000
2022-07-07,Audi,A1,2021,Manual,Petrol,1297,Leinster,24000
2022-05-30,Audi,A3,2021,Auto,Petrol,1017,Ulster,41600
2022-10-14,Audi,A1,2018,Manual,Petrol,15543,Leinster,15500
2022-10-28,Audi,A3,2019,Semi-Auto,Petrol,23058,Connacht,35700
2022-07-16,Audi,Q2,2021,Manual,Petrol,6075,Ulster,26600
2023-02-21,Audi,A1,2018,Manual,Petrol,19131,Leinster,21000
2022-12-29,Audi,Q5,2018,Semi-Auto,Diesel,13525,Connacht,32900
2022-11-02,Audi,Q3,2022,Semi-Auto,P,3545,Ulster,40700
2022-08-02,Audi,A4,2018,Semi-Auto,Diesel,25746,Connacht,22600
2022-10-22,Audi,A4,2019,Manual,Diesel,16509,Connacht,22000
2023-03-25,Audi,A3,2018,Manual,Diesel,25396,Leinster,14300
2022-08-16,Audi,A1,2019,Manual,Petrol,16800,Munster,13300
2022-06-14,Audi,Q2,2021,Manual,Electric,2100,Leinster,24600
2022-06-28,Audi,A4,2018,Manual,Diesel,36714,Leinster,18600
2022-11-07,Audi,A5,2021,Semi-Auto,D,5200,Connacht,35900
2022-08-28,Audi,Q3,2020,Semi-Auto,Petrol,15412,Leinster,32200
2022-09-27,Audi,A5,2021,Automatic,Petrol,2800,Munster,40700
2023-02-08,Audi,A3,2019,Semi-Auto,Diesel,34226,Leinster,24700
2023-04-28,Audi,A1,2022,Automatic,Petrol,1210,Leinster,28800
2023-04-22,Audi,Q2,2019,Semi-Auto,Petrol,16032,Munster,23300
2023-04-21,Audi,A6,2017,Automatic,D,96230,Connacht,16400
2022-06-18,Audi,A1,2016,Manual,Diesel,42300,Connacht,11100
2022-10-21,Audi,A3,2018,Manual,Diesel,25561,Leinster,16800
2023-03-15,Audi,A5,2018,Manual,Diesel,39050,Munster,25900
2023-03-21,Audi,Q2,2021,,P,14291,Munster,34400
2022-09-30,Audi,Q2,2019,Automatic,Petrol,25200,Ulster,24600
2022-11-10,Audi,A1,2021,Manual,Electric,2348,Connacht,24000
2022-06-30,Audi,A1,2018,Manual,Petrol,8470,Leinster,20300
2023-04-26,Audi,A1,2019,Manual,Petrol,13534,Connacht,16800
2022-07-15,Audi,Q3,2017,Semi-Auto,Diesel,21585,Munster,25200
2022-07-16,Audi,A4,2016,Semi-Auto,Diesel,48800,Munster,16900
2022-10-20,Audi,A1,2018,Manual,Diesel,33807,Leinster,12300
2022-05-02,Audi,A3,2018,Manual,Petrol,12512,Connacht,23700
2022-05-14,Audi,A3,2018,Manual,Petrol,28128,Munster,18000
2022-11-17,Audi,Q3,2022,Automatic,Electric,1079,Leinster,49700
2023-03-21,Audi,A6,2017,Semi-Auto,Diesel,53942,Munster,22800
2023-03-25,Audi,A6,2021,Semi-Auto,Electric,2381,Connacht,37200
2022-12-04,Audi,A3,2017,Semi-Auto,Petrol,27100,Ulster,16900
2023-01-24,Audi,Q3,2021,Manual,Diesel,9201,Connacht,33600
2022-12-01,Audi,Q3,2021,Manual,Petrol,1676,Connacht,39000
2022-08-05,Audi,A5,2018,Semi-Auto,Diesel,26584,Ulster,24500
2022-06-06,Audi,A3,2018,Manual,Diesel,32932,Connacht,14000
2022-09-19,Audi,Q3,2022,Manual,Electric,1172,Leinster,40600
2022-09-27,Audi,A5,2018,Manual,Diesel,8226,Leinster,24000
2023-01-27,Audi,Q3,2022,Automatic,Petrol,1350,Connacht,50600
2022-09-29,Audi,A1,2019,Manual,P,10752,Connacht,18200
2023-04-23,Audi,A5,2022,Semi-Auto,Diesel,6680,Connacht,50800
2022-08-19,Audi,A3,2018,Semi-Auto,Diesel,31287,Leinster,14000
2023-01-05,Audi,Q2,2021,Manual,Electric,3572,Connacht,30800
2023-03-14,Audi,A1,2019,Manual,Petrol,24804,Connacht,17500
2022-07-27,Audi,Q3,2017,Manual,P,19379,Leinster,22000
2022-11-23,Audi,Q2,2019,Manual,Petrol,11070,Munster,23400
2023-01-17,Audi,A4,2021,Automatic,Electric,1490,Leinster,45500
2022-05-22,Audi,Q2,2021,Manual,P,5350,Leinster,30000
2022-10-09,Audi,A5,2021,Manual,Petrol,5045,Leinster,41100
2022-06-12,Audi,A1,2018,Manual,Diesel,67436,Connacht,12000
2022-05-29,Audi,A5,2019,Auto,P,29048,Munster,35000
2022-08-24,Audi,A6,2021,Semi-Auto,Petrol,2043,Connacht,44400
2023-02-28,Audi,A4,2022,Semi-Auto,Petrol,3440,Ulster,37800
2022-08-27,Audi,A3,2018,Auto,P,23473,Connacht,34300
2022-06-03,Audi,A4,2022,Semi-Auto,Electric,2812,Leinster,37700
2022-05-18,Audi,A4,2009,Manual,Diesel,99000,Leinster,2400
2023-01-30,Audi,A1,2018,Manual,Petrol,13075,Connacht,13000
2022-07-01,Audi,A5,2017,Automatic,Diesel,40939,Leinster,19200
2022-05-08,Audi,Q3,2021,Semi-Auto,Petrol,4800,Connacht,49000
2022-10-27,Audi,A4,2021,Automatic,Electric,4500,Leinster,38400
2022-08-31,Audi,Q3,2017,Automatic,P,21408,Munster,25700
2022-08-06,Audi,A5,2018,Semi-Auto,Diesel,49717,Connacht,21400
2022-06-14,Audi,A3,2017,Automatic,D,66971,Connacht,12800
2023-01-07,Audi,A5,2019,Semi-Auto,Petrol,25470,Leinster,30000
2022-07-24,Audi,A6,2020,Semi-Auto,Petrol,12000,Munster,32900
2022-12-25,Audi,A1,2018,Manual,Petrol,18841,Leinster,15500
2022-10-18,Audi,A3,2016,Manual,Diesel,128400,Munster,10500
2023-01-28,Audi,Q3,2019,Semi-Auto,Diesel,46862,Leinster,21200
2023-01-21,Audi,Q5,2021,Semi-Auto,Electric,6863,Munster,50400
2022-07-04,Audi,A1,2019,Manual,Diesel,28456,Ulster,14600
2022-09-22,Audi,A1,2020,Manual,Electric,15219,Ulster,22100
2023-04-02,Audi,A6,2017,Semi-Auto,,30799,Ulster,24700
2023-01-23,Audi,A1,2019,Manual,Petrol,18988,Leinster,13200
2022-09-14,Audi,A5,2021,Semi-Auto,Petrol,12446,Connacht,33000
2022-10-06,Audi,A6,2018,Automatic,Diesel,22351,Ulster,26500
2023-01-23,Audi,Q3,2021,Auto,Electric,4920,Leinster,33600
2023-03-09,Audi,A4,2018,Manual,Diesel,51075,Leinster,17800
2023-02-09,Audi,Q3,2020,Manual,Electric,7200,Leinster,29600
2022-06-10,Audi,A4,2018,Automatic,Diesel,107892,Connacht,14700
2022-07-13,Audi,Q3,2021,Automatic,Electric,2800,Connacht,33200
2022-09-20,Audi,Q2,2018,Semi-Auto,Petrol,26541,Connacht,27300
2022-10-18,Audi,A1,2020,Manual,Petrol,18760,Leinster,22400
2022-10-04,Audi,A4,2021,Semi-Auto,Diesel,5649,Munster,34800
2022-05-24,Audi,Q5,2021,Automatic,D,7200,Munster,61100
2022-05-03,Audi,A3,2017,Manual,Diesel,69124,Connacht,12600
2022-11-26,Audi,A1,2017,Manual,Diesel,44160,Munster,12600
2022-10-31,Audi,A1,2019,Manual,Petrol,15811,Connacht,18200
2023-01-04,Audi,Q2,2019,Semi-Auto,Diesel,9945,Ulster,25700
2023-03-05,Audi,A4,2022,Automatic,Petrol,4526,Connacht,34400
2022-06-27,Audi,A4,2019,Manual,Petrol,22484,Munster,25600
2022-05-06,Audi,A3,2016,Manual,Petrol,55562,Ulster,12100
2022-10-20,Audi,A4,2017,Manual,Diesel,97140,Connacht,12600
2022-09-02,Audi,A5,2021,Semi-Auto,Petrol,2100,Connacht,37700
2022-09-26,Audi,A1,2022,Semi-Auto,Petrol,3176,Leinster,36400
2023-03-27,Audi,A3,2018,Manual,Petrol,36606,Leinster,21200
2023-01-10,Audi,A1,2018,Manual,Petrol,29553,Connacht,16300
2022-12-16,Audi,A3,2015,Manual,D,68204,Leinster,11700
2022-12-08,Audi,Q3,2018,Automatic,Diesel,32953,Leinster,21000
2022-07-24,Audi,A4,2018,Semi-Auto,Diesel,48984,Leinster,24600
2023-04-14,Audi,A5,2017,Manual,D,22487,Connacht,19500
2022-09-01,Audi,A5,2017,Automatic,Diesel,50000,Leinster,21700
2022-11-03,Audi,Q5,2019,Semi-Auto,Petrol,33477,Leinster,40500
2022-10-29,Audi,Q3,2021,Manual,Petrol,3962,Munster,32800
2022-05-21,Audi,Q3,2018,Manual,Petrol,11997,Munster,19400
2022-11-13,Audi,A3,2019,Manual,Petrol,17572,Munster,26500
2022-12-30,Audi,Q3,2022,Semi-Auto,P,1087,Munster,37100
2023-03-05,Audi,A5,2021,Auto,Petrol,7200,Connacht,39000
2023-02-21,Audi,A6,2015,Automatic,Diesel,96323,Munster,13600
2022-07-12,Audi,A5,2015,Automatic,Petrol,43668,Leinster,15600
2023-02-02,Audi,A4,2019,Automatic,Diesel,17563,Munster,27200
2022-12-23,Audi,A6,2019,Automatic,Diesel,41770,Leinster,30000
2023-04-09,Audi,A3,2022,Manual,Electric,3616,Munster,23800
2022-09-04,Audi,Q3,2021,Manual,E,1175,Connacht,39200
2022-11-19,Audi,A3,2017,Automatic,Diesel,32059,Ulster,14700
2023-03-16,Audi,A6,2020,Automatic,Diesel,17100,Leinster,30000
2022-05-05,Audi,A4,2018,Manual,Diesel,42054,Ulster,21400
2022-07-19,Audi,A6,2018,Manual,Diesel,49676,Munster,22900
2022-11-01,Audi,A4,2021,Semi-Auto,Diesel,6131,Ulster,35700
2023-01-04,Audi,Q3,2018,Semi-Auto,Diesel,20163,Connacht,25300
2022-09-10,Audi,A3,2019,Manual,Petrol,12159,Leinster,19200
2022-12-27,Audi,Q5,2021,Semi-Auto,Diesel,12398,Munster,48100
2022-07-05,Audi,A3,2017,Manual,Diesel,40700,Munster,14300
2022-11-14,Audi,A6,2017,Semi-Auto,Petrol,46106,Munster,32200
2022-06-29,Audi,A3,2019,Semi-Auto,Petrol,19440,Ulster,22000
2022-08-28,Audi,A1,2017,Manual,P,16624,Munster,13200
2022-06-20,Audi,A1,2018,Manual,P,13917,Ulster,16100
2022-05-12,Audi,A4,2018,Semi-Auto,Diesel,35500,Leinster,20100
2023-02-16,Audi,A3,2011,Manual,D,96000,Connacht,4500
2022-08-25,Audi,A1,2019,Manual,Diesel,20333,Munster,18000
2023-02-04,Audi,A1,2018,Automatic,Diesel,29731,Leinster,14300
2023-01-09,Audi,A3,2021,Manual,,2835,Connacht,28600
2023-03-23,Audi,Q5,2021,Automatic,Electric,4950,Connacht,48000
2023-04-08,Audi,A3,2019,Manual,Petrol,6773,Leinster,20400
2022-09-27,Audi,A5,2017,Semi-Auto,Diesel,38540,Munster,22800
2022-08-14,Audi,A1,2015,Manual,Petrol,68564,Leinster,10900
2022-05-14,Audi,A4,2022,Automatic,Diesel,4732,Connacht,65800
2022-09-22,Audi,A5,2019,Automatic,Petrol,22491,Ulster,31800
2022-07-03,Audi,A4,2021,Automatic,Electric,5301,Leinster,33500
2022-08-06,Audi,Q2,2021,Semi-Auto,Petrol,12647,Ulster,28900
2022-05-17,Audi,Q5,2020,Semi-Auto,Electric,27720,Leinster,34400
2022-10-03,Audi,A3,2022,Manual,Diesel,1197,Munster,34400
2022-05-12,Audi,Q2,2019,Manual,Petrol,16829,Munster,23400
2023-01-26,Audi,A1,2019,Manual,P,13120,Ulster,20800
2022-05-28,Audi,Q5,2022,Semi-Auto,Diesel,2400,Leinster,55200
2023-01-19,Audi,A3,2017,Manual,Diesel,41843,Leinster,12000
2022-10-04,Audi,A4,2021,Auto,Diesel,1106,Connacht,33000
2022-08-20,Audi,Q5,2021,Automatic,Electric,8095,Leinster,51800
2022-09-17,Audi,A1,2018,Manual,Diesel,14086,Munster,13700
2023-03-15,Audi,Q2,2021,Manual,Petrol,2696,Munster,34200
2022-11-24,Audi,A5,2021,Semi-Auto,Electric,5720,Ulster,41900
2022-08-18,Audi,A3,2016,Manual,D,61080,Connacht,15400
2022-09-21,Audi,A3,2016,Manual,Petrol,37193,Munster,15600
2022-11-10,Audi,Q5,2019,Semi-Auto,Diesel,25375,Connacht,33000
2022-09-17,Audi,A3,2018,Semi-Auto,Petrol,44448,Leinster,21700
2022-09-25,Audi,Q2,2021,Manual,Electric,4963,Munster,34700
2022-12-27,Audi,A4,2018,Semi-Auto,Diesel,57349,Munster,16800
2022-10-22,Audi,Q3,2019,Manual,Diesel,27859,Leinster,22200
2022-08-24,Audi,A4,2019,Automatic,Diesel,48000,Connacht,24700
2022-12-11,Audi,A4,2018,Manual,Diesel,32546,Leinster,20400
2022-10-03,Audi,A1,2019,Semi-Auto,Petrol,26677,Munster,22000
2023-03-07,Audi,A5,2017,Manual,P,37500,Munster,18200
2022-09-02,Audi,Q2,2021,Manual,Petrol,1030,Leinster,27500
2023-03-04,Audi,Q3,2017,Semi-Auto,Diesel,36416,Leinster,19800
2023-03-10,Audi,A4,2021,Semi-Auto,Electric,6622,Munster,31800
2023-03-17,Audi,A3,2022,Manual,Diesel,1246,Connacht,37100
2023-02-20,Audi,A4,2018,Manual,Diesel,61858,Connacht,16100
2023-01-27,Audi,Q2,2021,Semi-Auto,Electric,6033,Connacht,29000
2023-01-30,Audi,A1,2019,Semi-Auto,Petrol,6553,Connacht,17300
2022-10-26,Audi,A3,2019,Semi-Auto,Petrol,27317,Connacht,24600
2023-03-26,Audi,Q3,2019,Manual,Diesel,13343,Leinster,30500
2022-10-29,Audi,A1,2015,Manual,Petrol,36419,Leinster,12600
2022-09-24,Audi,A3,2018,Manual,P,14410,Ulster,26300
2023-01-05,Audi,Q5,2015,,Diesel,35802,Leinster,21700
2022-06-08,Audi,A4,2022,Automatic,,1246,Leinster,50400
2023-02-26,Audi,A6,2021,Automatic,Electric,-1,Leinster,48300
2022-11-01,Audi,Q3,2021,Semi-Auto,Electric,6540,Leinster,46000
2022-07-29,Audi,A1,2018,Manual,Petrol,35880,Connacht,14900
2023-03-15,Audi,A6,2019,Automatic,Diesel,40930,Leinster,24000
2023-02-26,Audi,A3,2017,Automatic,,24306,Ulster,27900
2023-04-22,Audi,A3,2017,Automatic,Electric,11200,Leinster,25200
